iter	Passed	Remaining
364	663	1153
365	664	1151
366	666	1149
367	667	1147
368	669	1145
369	672	1144
370	673	1142
371	675	1140
372	677	1138
373	678	1136
374	680	1134
375	682	1131
376	683	1130
377	685	1127
378	687	1126
379	689	1124
380	690	1122
381	692	1120
382	694	1118
383	695	1116
384	697	1114
385	699	1112
386	702	1112
387	704	1110
388	705	1108
389	707	1106
390	709	1104
391	710	1102
392	712	1100
393	714	1098
394	716	1097
395	718	1095
396	719	1093
397	721	1091
398	723	1089
399	725	1087
400	726	1085
401	728	1083
402	730	1081
403	731	1079
404	733	1077
405	735	1075
406	736	1073
407	738	1071
408	740	1069
409	741	1067
410	743	1065
411	745	1064
412	747	1062
413	749	1060
414	750	1058
415	752	1056
416	754	1054
417	755	1052
418	757	1050
419	759	1049
420	761	1047
421	763	1045
422	765	1043
423	766	1041
424	768	1039
425	769	1037
426	771	1035
427	773	1033
428	775	1032
429	777	1030
430	778	1028
431	780	1026
432	782	1024
433	783	1022
434	785	1020
435	787	1018
436	788	1016
437	790	1014
438	792	1012
439	794	1010
440	795	1008
441	796	1006
442	798	1003
443	799	1001
444	800	998
445	802	996
446	804	994
447	805	992
448	806	990
449	808	987
450	809	985
451	810	983
452	812	980
453	813	978
454	815	976
455	816	974
456	817	971
457	819	970
458	821	968
459	822	965
460	824	963
461	825	961
462	826	958
463	828	956
464	829	954
465	830	952
466	832	949
467	833	948
468	835	945
469	836	943
470	838	941
471	839	939
472	840	936
473	842	934
474	843	932
475	844	930
476	846	927
477	848	926
478	849	924
479	851	922
480	852	919
481	853	917
482	855	915
483	856	913
484	858	911
485	859	909
486	860	906
487	862	904
488	864	903
489	865	901
490	867	899
491	868	897
492	870	895
493	872	893
494	873	891
495	874	889
496	876	886
497	878	885
498	880	884
499	882	882
500	883	880
501	885	878
502	886	876
503	888	873
504	889	871
505	890	869
506	892	867
507	894	865
508	895	863
509	896	861
510	898	859
511	899	857
512	901	855
513	902	853
514	903	851
515	905	849
516	907	847
517	908	845
518	909	843
519	911	841
520	912	839
521	914	837
522	915	835
523	916	832
524	918	830
525	919	828
526	921	826
527	922	824
528	924	822
529	925	821
530	927	818
531	928	816
532	930	814
533	931	812
534	933	810
535	934	808
536	935	806
537	937	805
538	939	803
539	940	801
540	942	799
541	944	797
542	945	795
543	946	793
544	948	791
545	949	789
546	951	787
547	952	786
548	954	784
549	956	782
550	957	780
551	958	778
552	960	776
553	961	774
554	962	772
555	964	770
556	965	768
557	967	766
558	968	764
559	970	762
560	971	760
561	973	758
562	974	756
563	975	754
564	977	752
565	978	750
566	980	748
567	981	746
568	983	744
569	984	742
570	986	740
571	987	738
572	988	736
573	990	734
574	991	732
575	992	730
576	994	728
577	996	727
578	997	725
579	998	723
580	1000	721
581	1001	719
582	1003	717
583	1004	715
584	1006	713
585	1007	711
586	1008	709
587	1010	707
588	1011	706
589	1013	704
590	1015	702
591	1016	700
592	1018	698
593	1019	696
594	1020	694
595	1022	693
596	1023	691
597	1025	689
598	1027	687
599	1028	685
600	1030	683
601	1031	682
602	1033	680
603	1034	678
604	1035	676
605	1037	674
606	1038	672
607	1040	670
608	1041	668
609	1043	667
610	1044	665
611	1046	663
612	1047	661
613	1049	659
614	1050	657
615	1051	655
616	1053	653
617	1054	652
618	1056	650
619	1057	648
620	1059	646
621	1060	644
622	1062	642
623	1063	640
624	1064	638
625	1066	637
626	1067	635
627	1069	633
628	1070	631
629	1072	629
630	1073	627
631	1075	625
632	1076	624
633	1077	622
634	1079	620
635	1080	618
636	1082	616
637	1083	614
638	1085	613
639	1086	611
640	1088	609
641	1089	607
642	1090	605
643	1092	603
644	1093	601
645	1095	600
646	1096	598
647	1097	596
648	1099	594
649	1101	592
650	1102	591
651	1103	589
652	1105	587
653	1106	585
654	1108	583
655	1109	581
656	1110	580
657	1112	578
658	1114	576
659	1115	574
660	1117	572
661	1118	571
662	1119	569
663	1121	567
664	1122	565
665	1124	563
666	1125	561
667	1127	560
668	1128	558
669	1130	556
670	1131	554
671	1132	552
672	1134	551
673	1135	549
674	1137	547
675	1138	545
676	1140	543
677	1141	542
678	1142	540
679	1144	538
680	1146	536
681	1147	535
682	1148	533
683	1150	531
684	1151	529
685	1153	527
686	1154	526
687	1156	524
688	1157	522
689	1159	520
690	1160	518
691	1161	517
692	1163	515
693	1164	513
694	1165	511
695	1167	509
696	1168	508
697	1170	506
698	1171	504
699	1173	502
700	1174	501
701	1176	499
702	1178	497
703	1180	496
704	1181	494
705	1182	492
706	1184	490
707	1185	489
708	1187	487
709	1188	485
710	1190	483
711	1191	482
712	1193	480
713	1194	478
714	1196	476
715	1197	474
716	1199	473
717	1200	471
718	1201	469
719	1203	468
720	1205	466
721	1206	464
722	1208	462
723	1209	461
724	1210	459
725	1212	457
726	1214	455
727	1215	454
728	1216	452
729	1218	450
730	1220	448
731	1221	447
732	1222	445
733	1224	443
734	1226	442
735	1227	440
736	1228	438
737	1230	436
738	1231	434
739	1233	433
740	1234	431
741	1236	429
742	1237	428
743	1239	426
744	1240	424
745	1241	422
746	1243	421
747	1244	419
748	1246	417
749	1247	415
750	1249	414
751	1250	412
752	1252	410
753	1253	409
754	1255	407
755	1256	405
756	1257	403
757	1259	402
758	1260	400
759	1262	398
760	1263	396
761	1265	395
762	1266	393
763	1268	391
764	1269	390
765	1271	388
766	1272	386
767	1273	384
768	1275	383
769	1277	381
770	1279	379
771	1280	378
772	1282	376
773	1283	374
774	1285	373
775	1286	371
776	1287	369
777	1289	367
778	1291	366
779	1292	364
780	1294	362
781	1295	361
782	1296	359
783	1298	357
784	1299	355
785	1301	354
786	1302	352
787	1303	350
788	1305	349
789	1307	347
790	1308	345
791	1310	344
792	1311	342
793	1312	340
794	1314	338
795	1315	337
796	1317	335
797	1318	333
798	1319	332
799	1321	330
800	1323	328
801	1324	327
802	1326	325
803	1327	323
804	1328	321
805	1330	320
806	1331	318
807	1333	316
808	1334	315
809	1336	313
810	1338	311
811	1339	310
812	1341	308
813	1342	306
814	1343	305
815	1345	303
816	1346	301
817	1348	299
818	1349	298
819	1351	296
820	1353	295
821	1354	293
822	1355	291
823	1357	289
824	1358	288
825	1359	286
826	1361	284
827	1362	283
828	1364	281
829	1365	279
830	1367	278
831	1368	276
832	1370	274
833	1371	273
834	1373	271
835	1374	269
836	1376	268
837	1377	266
838	1379	264
839	1380	263
840	1382	261
841	1383	259
842	1385	258
843	1386	256
844	1388	254
845	1389	252
846	1391	251
847	1392	249
848	1393	247
849	1395	246
850	1397	244
851	1398	242
852	1399	241
853	1401	239
854	1402	237
855	1404	236
856	1405	234
857	1407	232
858	1408	231
859	1410	229
860	1411	227
861	1413	226
862	1415	224
863	1416	222
864	1417	221
865	1419	219
866	1420	217
867	1421	216
868	1423	214
869	1424	212
870	1426	211
871	1428	209
872	1429	207
873	1430	206
874	1432	204
875	1434	202
876	1435	201
877	1437	199
878	1438	198
879	1440	196
880	1442	194
881	1443	193
882	1445	191
883	1446	189
884	1447	188
885	1449	186
886	1450	184
887	1452	183
888	1453	181
889	1455	179
890	1456	178
891	1458	176
892	1460	174
893	1461	173
894	1463	171
895	1465	170
896	1467	168
897	1469	166
898	1471	165
899	1473	163
900	1474	162
901	1476	160
902	1477	158
903	1478	157
904	1480	155
905	1481	153
906	1483	152
907	1488	150
908	1493	149
909	1498	148
910	1503	146
911	1508	145
912	1513	144
913	1518	142
914	1524	141
915	1528	140
916	1532	138
917	1536	137
918	1538	135
919	1541	134
920	1544	132
921	1547	130
922	1550	129
923	1551	127
924	1553	125
925	1555	124
926	1557	122
927	1558	120
928	1560	119
929	1562	117
930	1563	115
931	1565	114
932	1566	112
933	1568	110
934	1569	109
935	1571	107
936	1572	105
937	1573	104
938	1575	102
939	1576	100
940	1578	98
941	1580	97
942	1581	95
943	1582	93
944	1584	92
945	1585	90
946	1587	88
947	1588	87
948	1589	85
949	1591	83
950	1592	82
951	1594	80
952	1595	78
953	1597	77
954	1598	75
955	1599	73
956	1601	71
957	1602	70
958	1604	68
959	1605	66
960	1607	65
961	1608	63
962	1610	61
963	1611	60
964	1612	58
965	1614	56
966	1615	55
967	1617	53
968	1619	51
969	1620	50
970	1622	48
971	1624	46
972	1625	45
973	1627	43
974	1629	41
975	1630	40
976	1632	38
977	1633	36
978	1635	35
979	1637	33
980	1639	31
981	1641	30
982	1642	28
983	1644	26
984	1645	25
985	1647	23
986	1649	21
987	1650	20
988	1652	18
989	1654	16
990	1655	15
991	1657	13
992	1658	11
993	1660	10
994	1662	8
995	1664	6
996	1665	5
997	1667	3
998	1669	1
999	1670	0
